codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
2020-06-28-2020-07-05,UCYPvAwZP8pZhSMW8qs7cVCw,QKwl4_2JM0A,"Covid-19: When Will Covaxin Hit The Market?; Dr Krishna Ella, Chairman &amp; MD of Bharat Biotech Speaks",2020-07-01T18:52:23Z,528777,5733.0,358.0,643.0,461,India Today,3930000,IN,https://www.youtube.com/watch?v=QKwl4_2JM0A,,,,,,,,,,,,,,26,,Not coded,Not coded,Not coded
2020-06-28-2020-07-05,UCBi2mrWuNuyYy4gbM6fU18Q,3ukPcqH97x4,Trump to speak at Mount Rushmore as COVID-19 cases trend upward,2020-07-04T06:42:04Z,514186,2311.0,2503.0,3614.0,153,ABC News,9620000,US,https://www.youtube.com/watch?v=3ukPcqH97x4,,,,,,,,,,,,,,26,,Not coded,Not coded,Not coded
2020-06-28-2020-07-05,UCBi2mrWuNuyYy4gbM6fU18Q,W_R0L6_RhjE,"US coronavirus infections surge amid new warnings, closures | WNT",2020-07-03T00:02:39Z,498913,3068.0,2296.0,6975.0,324,ABC News,9620000,US,https://www.youtube.com/watch?v=W_R0L6_RhjE,,,,,,,,,,,,,,26,,Not coded,Not coded,Not coded
2020-06-28-2020-07-05,UCH7nv1A9xIrAifZJNvt7cgA,p1u6t7xc4wg,India&#39;s First Coronavirus Vaccine May Be Launched By August 15 | ABP Majha,2020-07-03T05:06:11Z,492658,4581.0,390.0,316.0,170,ABP MAJHA,6430000,IN,https://www.youtube.com/watch?v=p1u6t7xc4wg,,,,,,,,,,,,,,26,,Not coded,Not coded,Not coded
2020-06-28-2020-07-05,UCqVHGwQCmmGa2hjS7ydN4sQ,bhfBS4bFKOM,"IGG &amp; IGM PRUEBAS RAPIDAS EN EL COVID -19, ENTENDIENDO SU SIGNIFICADO [?]",2020-07-01T00:15:12Z,480449,10525.0,487.0,715.0,1189,Dr. Luis Antonio Pacora Camargo,249000,PE,https://www.youtube.com/watch?v=bhfBS4bFKOM,,,,,,,,,,,,,,26,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCiha1h9wDB6MBXQKtttqHUg,Vpwy7j2zbQ4,JURASSIC WORLD CORONAVIRUS THE MUSICAL - Animated Song,2020-07-05T15:30:15Z,12137138,60638.0,8886.0,5489.0,215,LHUGUENY,2790000,US,https://www.youtube.com/watch?v=Vpwy7j2zbQ4,1.0,8.0,11.0,0.0,3.0,9.0,7.0,9.0,7.0,1.3,,animation,1.0,27,,Other,YouTubers-laypersons/channels,Not prevention
2020-07-05-2020-07-12,UCko1TZB_PSKi1HP-CnhVJnw,R9LsM4NdnyU,KADER TIRIGOU :  lmuhim Gy lSWH@ -(Short version CORONAVIRUS),2020-07-06T12:23:30Z,3401983,41817.0,1580.0,976.0,229,Mini-Pouss Production,0,DZ,https://www.youtube.com/watch?v=R9LsM4NdnyU,4.0,,,,,,,,,,,,1.0,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UC-CSyyi47VX1lD9zyeABW3w,vt2tcaeQXI0,Reality of COVID-19 Vaccine | Dhruv Rathee,2020-07-07T09:44:04Z,1899332,151303.0,10507.0,10795.0,844,Dhruv Rathee,4190000,DE,https://www.youtube.com/watch?v=vt2tcaeQXI0,4.0,,,,,,,,,,,,1.0,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UC_lEiu6917IJz03TnntWUaQ,Lx0NKCHeXAI,Los transmisores silenciosos de covid-19,2020-07-07T21:53:23Z,1845316,28355.0,3089.0,4260.0,1914,CNN en Español,1950000,US,https://www.youtube.com/watch?v=Lx0NKCHeXAI,2.0,,,,,,,,,,,,1.0,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UC90RW5ZmBBqp4r2QIQxfACA,u7GnoCmAQiw,"Odisha: Look, On Which Districts Have Restrictions On Entry Due To COVID-19 | Kanak News",2020-07-11T12:30:38Z,1783498,15563.0,1622.0,610.0,915,Kanak News,3560000,IN,https://www.youtube.com/watch?v=u7GnoCmAQiw,4.0,,,,,,,,,,,,1.0,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCo7a6riBFJ3tkeHjvkXPn1g,LDk9CW82puo,Vietnam has zero coronavirus deaths. Here's why. | CNBC Reports,2020-07-06T21:00:05Z,1463055,23250.0,1448.0,8865.0,461,CNBC International,870000,GB,https://www.youtube.com/watch?v=LDk9CW82puo,1.0,1.0,4.1,9.0,2.0,9.0,5.0,9.0,7.0,1.1,,,1.0,27,,Prevention and Action,Straight news,Lockdown
2020-07-05-2020-07-12,UCXIJgqnII2ZOINSWNOGFThA,NUbrE1v4kuQ,Chinese virologist accuses Beijing of hiding details on coronavirus,2020-07-11T01:45:00Z,1258190,26986.0,1604.0,7915.0,328,Fox News,5980000,US,https://www.youtube.com/watch?v=NUbrE1v4kuQ,1.0,1.0,7.2,0.0,3.0,1.0,6.0,3.0,3.0,1.2,,,1.0,27,,Politics and Blame,Straight news,Not prevention
2020-07-05-2020-07-12,UCxEct2HUBYj_mt4t7qR9UYg,WRwMkJ5EZjY,Coronavirus Closes Down Bondi Beach *EXCLUSIVE SEASON 15 CLIP*,2020-07-07T22:00:07Z,1118811,27314.0,318.0,1852.0,196,BondiRescue,1140000,AU,https://www.youtube.com/watch?v=WRwMkJ5EZjY,1.0,2.0,4.1,0.0,3.0,9.0,7.0,9.0,7.0,1.1,,,0.0,27,,Prevention and Action,Entertainment news,Lockdown
2020-07-05-2020-07-12,UC_gUM8rL-Lrg6O3adPW9K1g,McMGBwNx7FI,Gravitas: Wuhan floods | Natural or Deliberate?,2020-07-07T19:19:31Z,1059915,13494.0,1087.0,2568.0,248,WION,1630000,IN,https://www.youtube.com/watch?v=McMGBwNx7FI,1.0,1.0,7.2,10.0,3.0,9.0,7.0,3.0,2.0,1.2,,Connects the floods in wuhan to China Conspiracies,0.0,27,,Politics and Blame,Straight news,Not prevention
2020-07-05-2020-07-12,UCZYTClx2T1of7BRZ86-8fow,GqrA6ojnhJQ,What Does an Asymptomatic COVID-19 Infection Look Like?,2020-07-10T21:00:03Z,985517,19139.0,846.0,2017.0,321,SciShow,6360000,US,https://www.youtube.com/watch?v=GqrA6ojnhJQ,1.0,5.0,1.0,4.4,1.0,1.0,5.0,9.0,7.0,1.1,,,0.0,27,,Virus information,Educational/YouTubers-professionals,Not prevention
2020-07-05-2020-07-12,UC1soS3R3rE_4wZKHroZCh9w,GtnhAF-FSu0,Corona Vs Kaje Ayurveda: Dr Giridhar Kaje Suggests How To Prevent Coronavirus At Home With Ayurveda,2020-07-06T08:37:58Z,975760,6738.0,971.0,556.0,3112,TV9 Latest News,41100,Unknown,https://www.youtube.com/watch?v=GtnhAF-FSu0,4.0,,,,,,,,,,,,0.0,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCmphdqZNmqL72WJ2uyiNw5w,HHfYokN-96c,India meN Covid-19 ke bddh'te maamloN ke biic kyaa 15 July se puure desh meN lgne vaalaa hai Lockdown ?,2020-07-11T14:12:00Z,952382,8874.0,1475.0,1050.0,346,ABP NEWS HINDI,18700000,IN,https://www.youtube.com/watch?v=HHfYokN-96c,4.0,,,,,,,,,,,,0.0,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCupvZG-5ko_eiXAupbDfxWw,DbKsBgNCrfU,"Cooper: Covid-19 is winning, and Trump has no plan to stop it",2020-07-11T01:43:43Z,916540,16848.0,1623.0,10174.0,744,CNN,10500000,US,https://www.youtube.com/watch?v=DbKsBgNCrfU,1.0,1.0,7.1,4.2,3.0,9.0,7.0,1.0,1.0,1.1,,,0.0,27,,Politics and Blame,Straight news,Not prevention
2020-07-05-2020-07-12,UC8EdTmyUaFIfZvVttJ9lgIA,7Yeu8JnPcdE,?VACUNA LISTA? Universidad de Oxford revelo fecha de posible remedio para Covid-19,2020-07-06T20:32:22Z,892763,6580.0,713.0,1419.0,1094,Chilevisión,2050000,CL,https://www.youtube.com/watch?v=7Yeu8JnPcdE,2.0,,,,,,,,,,,,0.0,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCupvZG-5ko_eiXAupbDfxWw,4oXMM2L88W4,US setting records as Covid-19 cases soar,2020-07-05T13:06:41Z,883824,7892.0,1195.0,7141.0,518,CNN,10500000,US,https://www.youtube.com/watch?v=4oXMM2L88W4,1.0,1.0,2.0,5.0,3.0,1.0,3.0,9.0,7.0,1.1,,,0.0,27,,Statistics and Modeling,Straight news,Not prevention
2020-07-05-2020-07-12,UCaKLg1ELiX0zTJ6Je3c5esA,OjZ4N-lZfzA,GAWAT !! ATTA Di Test Paksa COVID 19..KARENA INI [?][?],2020-07-06T13:15:12Z,878215,45071.0,1267.0,10567.0,750,Atta Halilintar,25300000,ID,https://www.youtube.com/watch?v=OjZ4N-lZfzA,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UChDKyKQ59fYz3JO2fl0Z6sg,U0j_qORo1-8,"Florida Sets New Single-Day Record Of Over 11,400 Coronavirus Cases | Sunday TODAY",2020-07-05T14:42:49Z,827386,4303.0,2863.0,7323.0,125,TODAY,2430000,US,https://www.youtube.com/watch?v=U0j_qORo1-8,1.0,1.0,2.0,5.0,3.0,1.0,5.0,9.0,7.0,1.1,,,1.0,27,,Statistics and Modeling,Straight news,Not prevention
2020-07-05-2020-07-12,UCxHxjuu-lYULyVlrh_ZR1uQ,XOb-IJJXbhg,Asi Sera el Regreso a Clases con Coronavirus  CHISTES,2020-07-07T16:21:34Z,769277,20790.0,984.0,2216.0,780,Beby,2640000,DO,https://www.youtube.com/watch?v=XOb-IJJXbhg,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCupvZG-5ko_eiXAupbDfxWw,AJYB_FUMbY0,Trump rebukes Fauci: We are in a good place on Covid-19,2020-07-08T00:17:12Z,715395,8269.0,833.0,5819.0,635,CNN,10500000,US,https://www.youtube.com/watch?v=AJYB_FUMbY0,1.0,1.0,7.1,2.0,3.0,1.0,2.0,1.0,1.0,1.1,,,1.0,27,,Politics and Blame,Straight news,Not prevention
2020-07-05-2020-07-12,UC2RFakE0-eLOWgIVGGGn6tg,kG31fuip2Bw,VIAJAR EN AVION en tiempos de COVID | Alex Tienda [?],2020-07-08T18:01:21Z,715752,30088.0,702.0,2088.0,1383,Alex Tienda,1900000,MX,https://www.youtube.com/watch?v=kG31fuip2Bw,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCaXkIU1QidjPwiAYu6GcHjg,kxKx94_J1s8,Trump GOP Caught In COVID Hypocrisy: TX Official Tells Voters To Gather In Person For Virtual Speech,2020-07-09T18:37:56Z,703223,9310.0,284.0,2632.0,271,MSNBC,3410000,US,https://www.youtube.com/watch?v=kxKx94_J1s8,1.0,1.0,7.1,0.0,3.0,1.0,6.0,1.0,2.0,1.1,,,1.0,27,,Politics and Blame,Straight news,Not prevention
2020-07-05-2020-07-12,UC376n347Ob5Lwzq2WGzF1AA,FSgqPLN4LrQ,China denuncia novo virus ainda mais letal que a Covid-19 no Cazaquistao | SBT Brasil (10/07/20),2020-07-11T02:55:11Z,702217,15218.0,479.0,3190.0,219,SBT Jornalismo,1480000,BR,https://www.youtube.com/watch?v=FSgqPLN4LrQ,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UC2LgZ_4GzSFQS-3a87_Jc6w,WgqvYMQ5c4w,"Brooklyn &amp; Kamri Get Tested for Coronavirus, Lake House, and Spider Pranks",2020-07-06T19:05:40Z,700844,14771.0,234.0,1346.0,707,Cute Girls Hairstyles,5660000,US,https://www.youtube.com/watch?v=WgqvYMQ5c4w,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCK6c4qk3hRaa6fMIEZrhiXQ,Zd-woPmG7dM,Viral Warga Tahan Petugas Medis dan Buka Paksa Peti Jenazah pasien covid untuk Melihat Jenazahnya,2020-07-06T07:54:07Z,674694,3713.0,719.0,4306.0,339,Tribun Timur,1670000,ID,https://www.youtube.com/watch?v=Zd-woPmG7dM,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCoMdktPbSTixAyNGwb-UYkQ,fh1Oaus6dCg,"Drunk people can't socially distance', police chief warns - UK COVID-19 update",2020-07-05T16:36:03Z,654170,3163.0,1274.0,3635.0,208,Sky News,2580000,GB,https://www.youtube.com/watch?v=fh1Oaus6dCg,1.0,1.0,4.1,0.0,3.0,1.0,6.0,9.0,7.0,1.1,,,1.0,27,,Prevention and Action,Straight news,Lockdown
2020-07-05-2020-07-12,UCJQQVLyM6wtPleV4wFBK06g,5VCvBivHgHI,?Sera la SEGUNDA OLA del CORONAVIRUS PEOR que la PRIMERA? - Visualpolitik,2020-07-06T19:45:01Z,641014,26609.0,1210.0,2873.0,990,VisualPolitik,1880000,ES,https://www.youtube.com/watch?v=5VCvBivHgHI,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCDTth2ilnxyr4c9wfNiwqaA,yt02gO3ccf4,Coronavirus (COVID-19) Symptoms - kaise phcaane kii hmeN koronaa vaayrs kaa inphekshn hai kii nhiiN?,2020-07-06T16:46:44Z,647871,5810.0,671.0,290.0,234,Care Well Medical Centre,14000,IN,https://www.youtube.com/watch?v=yt02gO3ccf4,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UC0p5jTq6Xx_DosDFxVXnWaQ,PAs0gw1zIuQ,Covid-19: why travel will never be the same | The Economist,2020-07-10T14:34:31Z,636338,7367.0,358.0,835.0,467,The Economist,1570000,GB,https://www.youtube.com/watch?v=PAs0gw1zIuQ,1.0,1.0,6.0,4.1,3.0,4.0,6.0,9.0,7.0,1.1,,,1.0,27,,Economy,Straight news,Not prevention
2020-07-05-2020-07-12,UCcHtke0raf8vNYLM1Hbq3Jw,OaAkxQDMZlE,Los ultimos momentos de vida de un enfermo de Covid | Noticias con Ciro Gomez Leyva,2020-07-07T03:52:40Z,631632,5858.0,1975.0,3973.0,573,Imagen Noticias,2620000,MX,https://www.youtube.com/watch?v=OaAkxQDMZlE,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCEWHPFNilsT0IfQfutVzsag,Q5q1Un77d2E,PLANTANANA - BOLSONARO TESTA POSITIVO PARA COVID-19,2020-07-08T00:06:37Z,629125,72079.0,3683.0,2275.0,102,Porta dos Fundos,16600000,BR,https://www.youtube.com/watch?v=Q5q1Un77d2E,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCrp_UI8XtuYfpiqluWLD7Lw,izQ4AK_SuWU,U.S. coronavirus case top 2.8M as scientists claim WHO is downplaying the virus&#39; airborne risk,2020-07-06T16:35:22Z,608051,1827.0,1972.0,2798.0,124,CNBC Television,842000,US,https://www.youtube.com/watch?v=izQ4AK_SuWU,1.0,1.0,7.1,2.0,3.0,1.0,2.0,9.0,7.0,1.1,,,1.0,27,,Politics and Blame,Straight news,Not prevention
2020-07-05-2020-07-12,UCx8Z14PpntdaxCt2hakbQLQ,BgcE3f-mZv0,Recovered from Coronavirus: Delhi me rhe Team Lallantop ke Abhishek se sunie Covid19 se jiit kii khaanii,2020-07-05T14:30:02Z,576417,22864.0,855.0,1716.0,860,The Lallantop,14800000,IN,https://www.youtube.com/watch?v=BgcE3f-mZv0,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCIvaYmXn910QMdemBG3v1pQ,XCIty50MJdg,DNA: duniyaa ne koronaa se ddrnaa chodd' diyaa? | Sudhir Chaudhary | Coronavirus | Analysis | Covid 19,2020-07-08T17:45:50Z,577549,7986.0,685.0,539.0,519,Zee News,15400000,IN,https://www.youtube.com/watch?v=XCIty50MJdg,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UC9U4nIDyIzzelXrjNQXNvxA,HbB5n9G0c3g,BOLSONARO FALA SOBRE RESULTADO DE TESTE PARA COVID / TIRULLIPA - PANICO - AO VIVO - 07/07/20,2020-07-07T17:21:41Z,545028,21701.0,725.0,565.0,6293,Pânico Jovem Pan,2350000,BR,https://www.youtube.com/watch?v=HbB5n9G0c3g,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UC2-_WWPT_124iN6jiym4fOw,vUsGhle-2H8,This American BBQ Restaurant in South Korea Struggling From COVID-19 Gets A Surprise Visit,2020-07-05T01:30:01Z,529396,16552.0,263.0,1229.0,1626,Asian Boss,2600000,KR,https://www.youtube.com/watch?v=vUsGhle-2H8,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCcRWzA3tPGGqvB6JVv7fIDA,Q62TnEmW8zI,Presidente pegou Covid? Participacao especial Waldonys,2020-07-08T23:00:11Z,508247,38930.0,1121.0,1931.0,461,Canal do Tom Cavalcante,493000,BR,https://www.youtube.com/watch?v=Q62TnEmW8zI,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCrp_UI8XtuYfpiqluWLD7Lw,Y-AUoe4l5Mw,U.S. coronavirus cases near 3 million after the country reported a record single-day increase,2020-07-08T15:20:43Z,505257,1768.0,1988.0,3535.0,118,CNBC Television,842000,US,https://www.youtube.com/watch?v=Y-AUoe4l5Mw,1.0,1.0,2.0,4.1,3.0,1.0,2.0,9.0,7.0,1.1,,,,27,,Statistics and Modeling,Straight news,Not prevention
2020-07-05-2020-07-12,UCC-pMu7pkyHkETM1fmJRooQ,2_t42wP6iWc,PERTAMA KALI DI SWAB TEST( PCR COVID-19 ) SAMPAI SEMUA TAKUT KARENA TERNYATA RASANYA...,2020-07-06T07:00:01Z,508267,10444.0,162.0,547.0,970,Alinskie Family,720000,ID,https://www.youtube.com/watch?v=2_t42wP6iWc,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCaXkIU1QidjPwiAYu6GcHjg,_JtWVHmo2lQ,"Trump Says U.S. Doing Fine As 70,000 New COVID-19 Cases Confirmed In A Day | The 11th Hour | MSNBC",2020-07-11T04:58:50Z,496843,7522.0,358.0,4237.0,306,MSNBC,3410000,Unknown,https://www.youtube.com/watch?v=_JtWVHmo2lQ,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCeY0bbntWzzVIaj2z3QigXg,wi9TVPA6k2s,Live: New York Governor Andrew Cuomo Holds Coronavirus Briefing | NBC News,2020-07-08T16:35:39Z,496427,3667.0,507.0,1707.0,3368,NBC News,3760000,Unknown,https://www.youtube.com/watch?v=wi9TVPA6k2s,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCSwXe2WReWhNdjKRTh92b9g,BPYWNeoDpAU,DIOXIDO DE CLORO COVID 19,2020-07-05T19:04:36Z,487538,13824.0,4205.0,6720.0,1495,Dr. Veller,216000,AR,https://www.youtube.com/watch?v=BPYWNeoDpAU,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCB0BUmdBOrH9mYU2ebs1eWA,67txrRHkyO0,?Sirve el dioxido de cloro para atender a pacientes con covid-19? | Bien y Saludable,2020-07-08T21:00:22Z,488527,10382.0,457.0,2062.0,462,Imagen Radio,322000,MX,https://www.youtube.com/watch?v=67txrRHkyO0,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCqVHGwQCmmGa2hjS7ydN4sQ,zJuNQdHgadM,?PERDIDA DEL OLFATO ?POR QUE SE PIERDE EL OLFATO EN EL COVID 19,2020-07-08T00:30:09Z,486497,8664.0,432.0,1814.0,791,Dr. Luis Antonio Pacora Camargo,249000,PE,https://www.youtube.com/watch?v=zJuNQdHgadM,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCmEzBOAFElfaHS1oQ11K3gg,AhC6_JXagxE,COVID-19 test video for children to watch,2020-07-06T16:34:41Z,482328,2780.0,560.0,,127,Provincial Health Services Authority (PHSA),0,CA,https://www.youtube.com/watch?v=AhC6_JXagxE,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-05-2020-07-12,UCPXTXMecYqnRKNdqdVOGSFg,JUQKbllk16w,ICMR clarifies on Covid-19 vaccine deadline - TV9,2020-07-06T06:14:54Z,453531,,,250.0,105,TV9 Telugu Live,6370000,IN,https://www.youtube.com/watch?v=JUQKbllk16w,,,,,,,,,,,,,,27,,Not coded,Not coded,Not coded
2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,yrUlgF5q6Mo,Trump&#39;s Secretive Covid Data-Grab Overshadows Good News About A Promising Vaccine,2020-07-16T03:50:00Z,3665468,52156.0,2071.0,7742.0,899,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=yrUlgF5q6Mo,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,MO-NFvb-qzY,"Trump&#39;s New Coronavirus Plan: Threaten America&#39;s Schools, Trash Dr. Fauci In The Press",2020-07-14T04:36:43Z,2948533,47630.0,1762.0,7808.0,964,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=MO-NFvb-qzY,1.0,2.0,7.1,4.1,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,w8icJJZKAgM,GOP Lawmakers Set To Skip Trump&#39;s Convention In Jacksonville As Florida&#39;s Covid Numbers Spike,2020-07-15T04:38:28Z,2913911,42700.0,1173.0,6022.0,800,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=w8icJJZKAgM,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
2020-07-12-2020-07-19,UCXIJgqnII2ZOINSWNOGFThA,7voTUuVT5i4,Hong Kong scientist claiming China &#39;covered up&#39; coronavirus data speaks out,2020-07-13T20:20:40Z,2471314,51203.0,3072.0,15964.0,343,Fox News,5980000,US,https://www.youtube.com/watch?v=7voTUuVT5i4,1.0,1.0,7.2,0.0,3.0,3.0,3.0,3.0,2.0,1.2,,,0.0,28,,Politics and Blame,Straight news,Not prevention
2020-07-12-2020-07-19,UCVTyTA7-g9nopHeHbeuvpRA,Q6AYg0oLfC8,Trump and His Allies Want You to &quot;Adapt&quot; to the Coronavirus Crisis: A Closer Look,2020-07-16T01:00:02Z,2285308,40694.0,1186.0,7488.0,898,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=Q6AYg0oLfC8,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,-GZmDWsUSBg,Tom Hanks And Rita Wilson Suffered Completely Different Covid-19 Symptoms,2020-07-15T08:52:09Z,2019944,19435.0,2671.0,6301.0,545,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=-GZmDWsUSBg,1.0,2.0,9.0,1.0,1.0,1.0,6.0,1.0,6.0,1.1,,,0.0,28,,Human Interest,Entertainment news,Not prevention
2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,20OzjniTJQU,Cooper: Trump poses with can of beans while Covid-19 surges,2020-07-16T02:18:30Z,1988633,35497.0,5047.0,23939.0,630,CNN,10500000,US,https://www.youtube.com/watch?v=20OzjniTJQU,1.0,1.0,7.1,2.0,3.0,9.0,7.0,1.0,1.0,1.1,,,0.0,28,,Politics and Blame,Straight news,Not prevention
2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,F8DDvJkx07U,Double Hack: Bitcoin Bandits Take Over Twitter While Russia Spies On Covid Vaccine Researchers,2020-07-17T03:50:01Z,1921638,31483.0,883.0,3688.0,751,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=F8DDvJkx07U,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,2.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
2020-07-12-2020-07-19,UCRWFSbif-RFENbBrSiez1DA,F4LGpKwIOL8,"Bachchan Family Fights Covid-19, Jalsa Bungalow Sealed &amp; Sanitised | Panchnama | ABP News",2020-07-12T14:56:33Z,1696938,6672.0,1551.0,294.0,462,ABP NEWS,26000000,IN,https://www.youtube.com/watch?v=F4LGpKwIOL8,4.0,,,,,,,,,,,,0.0,28,,Not coded,Not coded,Not coded
2020-07-12-2020-07-19,UC0rE2qq81of4fojo-KhO5rg,i6rhnSoK_gc,COVID CASE IN OUR BUILDING - VLOG 32,2020-07-12T14:30:13Z,1594949,176668.0,2476.0,4812.0,702,Tanmay Bhat,2150000,IN,https://www.youtube.com/watch?v=i6rhnSoK_gc,4.0,,,,,,,,,,,,0.0,28,,Not coded,Not coded,Not coded
2020-07-12-2020-07-19,UC4oQAvXFuNlKivYjUynQKTA,NRYEeTvmgHE,Virologa china dice saber la verdad del coronavirus: ?ocultan algo China y OMS? | Semana Noticias,2020-07-13T16:10:39Z,1480996,15888.0,1881.0,2063.0,460,Revista Semana,690000,CO,https://www.youtube.com/watch?v=NRYEeTvmgHE,2.0,,,,,,,,,,,,1.0,28,,Not coded,Not coded,Not coded
2020-07-12-2020-07-19,UCIvaYmXn910QMdemBG3v1pQ,defqoaD4lWI,DNA: England meN bhaartiiy muul ke vykti kaa Coronavirus Vaccine Trial meN bdd'aa yogdaan | COVID-19,2020-07-17T18:01:35Z,1397635,30261.0,2018.0,1233.0,344,Zee News,15400000,IN,https://www.youtube.com/watch?v=defqoaD4lWI,4.0,,,,,,,,,,,,1.0,28,,Not coded,Not coded,Not coded
2020-07-12-2020-07-19,UCqnbDFdCpuN8CMEg0VuEBqA,XvK6Y_txWEE,Donald Trump Isn&#39;t the Worst Covid President. Just Ask Brazilians. | NYT Opinion,2020-07-15T17:00:08Z,1319416,139974.0,160087.0,48392.0,385,The New York Times,3100000,US,https://www.youtube.com/watch?v=XvK6Y_txWEE,1.0,1.0,7.1,0.0,3.0,9.0,6.0,9.0,1.0,1.1,,,1.0,28,,Politics and Blame,Straight news,Not prevention
2020-07-12-2020-07-19,UCPXTXMecYqnRKNdqdVOGSFg,bcyZO44Gv7E,Russia first nation to successfully complete human trials of coronavirus COVID 19 vaccine - TV9,2020-07-12T17:06:54Z,1317404,,,959.0,133,TV9 Telugu Live,6370000,IN,https://www.youtube.com/watch?v=bcyZO44Gv7E,4.0,,,,,,,,,,,,1.0,28,,Not coded,Not coded,Not coded
2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,-n6ZN-UeRL8,Heckler shames Florida governor during Covid-19 press conference,2020-07-14T13:59:36Z,1226238,14254.0,1875.0,10215.0,653,CNN,10500000,US,https://www.youtube.com/watch?v=-n6ZN-UeRL8,1.0,1.0,2.0,4.5,3.0,1.0,3.0,9.0,7.0,1.1,,,1.0,28,,Statistics and Modeling,Straight news,Not prevention
