,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
0,2020-03-01-2020-03-08,UCLXo7UDZvByw2ixzpQCufnA,TPpoJGYlW54,How wildlife trade is linked to coronavirus,2020-03-06T13:00:04Z,22559314,395193.0,22233.0,58867.0,529,Vox,8590000,US,https://www.youtube.com/watch?v=TPpoJGYlW54,1.0,1.0,10.0,1.0,1.0,1.0,3.0,3.0,2.0,1.1,,,0.0,9,,Other,Straight news,Not prevention
1,2020-03-01-2020-03-08,UC3XTzVzaHQEd30rQbuvCtTQ,c09m5f7Gnic,Coronavirus: Last Week Tonight with John Oliver (HBO),2020-03-02T07:30:02Z,15084297,301669.0,12053.0,26314.0,1210,LastWeekTonight,8320000,Unknown,https://www.youtube.com/watch?v=c09m5f7Gnic,1.0,2.0,1.0,2.0,3.0,1.0,6.0,9.0,7.0,1.3,,,0.0,9,,Virus information,Entertainment news,Not prevention
3,2020-03-01-2020-03-08,UCMtFAi84ehTSYSE9XoHefig,jB4FUHHMI24,Neil deGrasse Tyson On Coronavirus: Will People Listen To Science?,2020-03-07T08:35:00Z,3989219,73481.0,3653.0,9969.0,655,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=jB4FUHHMI24,1.0,2.0,10.0,0.0,1.0,1.0,3.0,1.0,5.0,1.3,,"They brought up covid in the first few minutes only, and he calls it an experiment in whether people will listen to scientists or not... this video might not be relevant enough...",0.0,9,,Other,Entertainment news,Not prevention
4,2020-03-01-2020-03-08,UCPgLNge0xqQHWM5B5EFH9Cg,VLHDJPit4oI,What does a Coronavirus isolation pod look like?,2020-03-05T11:56:34Z,3799624,10301.0,1193.0,,68,The Telegraph,1350000,GB,https://www.youtube.com/watch?v=VLHDJPit4oI,1.0,1.0,3.0,0.0,1.0,9.0,7.0,9.0,7.0,1.3,,,0.0,9,,Treatment,Straight news,Not prevention
6,2020-03-01-2020-03-08,UCVTyTA7-g9nopHeHbeuvpRA,JiqFnKXf3do,Trump Keeps Lying About the Coronavirus Outbreak: A Closer Look,2020-03-06T02:00:24Z,3410258,43652.0,4212.0,8677.0,562,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=JiqFnKXf3do,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,9,,Politics and Blame,Entertainment news,Not prevention
10,2020-03-01-2020-03-08,UC9k-yiEpRHMNVOnOi_aQK8w,CsF6ezLOMC4,How Costco is Handling Panicked Coronavirus Shoppers,2020-03-06T13:07:56Z,3060081,21110.0,1580.0,7982.0,103,Inside Edition,7810000,US,https://www.youtube.com/watch?v=CsF6ezLOMC4,1.0,1.0,5.0,0.0,3.0,1.0,4.0,1.0,5.0,1.1,,,1.0,9,,Non-Physical Health,Straight news,Not prevention
11,2020-03-01-2020-03-08,UC0QHWhjbe5fGJEPz3sVb6nw,Xl2nA_xuHjY,Coronavirus Is A PANDEMIC....Technically,2020-03-01T16:00:06Z,2712330,128905.0,1735.0,16913.0,774,Doctor Mike,6100000,US,https://www.youtube.com/watch?v=Xl2nA_xuHjY,1.0,7.0,1.0,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,answers questions; covers many topics,1.0,9,,Virus information,Educational/YouTubers-professionals,Not prevention
12,2020-03-01-2020-03-08,UCTrQ7HXWRRxr7OsOtodr2_w,dcJDpV-igjs,Coronavirus expert: &#39;War is an appropriate analogy&#39;,2020-03-06T17:57:35Z,2681021,29379.0,2058.0,10279.0,1193,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=dcJDpV-igjs,1.0,1.0,2.0,1.0,1.0,9.0,3.0,9.0,7.0,1.1,,,1.0,9,,Statistics and Modeling,Straight news,Not prevention
13,2020-03-01-2020-03-08,UCVTyTA7-g9nopHeHbeuvpRA,7mgZ5xk1g1M,Trump Calls Criticism of His Coronavirus Response a &quot;Hoax&quot; as Concerns Grow: A Closer Look,2020-03-03T02:00:01Z,2652843,35265.0,1324.0,6441.0,605,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=7mgZ5xk1g1M,1.0,2.0,7.1,0.0,1.0,1.0,6.0,1.0,1.0,1.1,,,1.0,9,,Politics and Blame,Entertainment news,Not prevention
14,2020-03-01-2020-03-08,UCPgLNge0xqQHWM5B5EFH9Cg,2bI5pQGXl2o,What happens to your body when you get coronavirus,2020-03-04T17:55:15Z,2574774,20422.0,1150.0,,126,The Telegraph,1350000,GB,https://www.youtube.com/watch?v=2bI5pQGXl2o,1.0,1.0,1.0,0.0,1.0,4.0,3.0,9.0,7.0,1.1,,,1.0,9,,Virus information,Straight news,Not prevention
15,2020-03-01-2020-03-08,UCeY0bbntWzzVIaj2z3QigXg,NLGX2L9JLa8,Coronavirus Patient Explains The Worst Symptoms | NBC News,2020-03-05T20:29:51Z,2517550,18191.0,931.0,4453.0,198,NBC News,3760000,Unknown,https://www.youtube.com/watch?v=NLGX2L9JLa8,1.0,1.0,9.0,0.0,1.0,1.0,5.0,9.0,7.0,1.1,,,1.0,9,,Human Interest,Straight news,Not prevention
16,2020-03-01-2020-03-08,UCMtFAi84ehTSYSE9XoHefig,7zjLor4QAcY,President Trump Contradicts His Own Experts On Coronavirus Response,2020-03-04T04:50:00Z,2504868,31638.0,1349.0,4144.0,582,The Late Show with Stephen Colbert,7770000,Unknown,https://www.youtube.com/watch?v=7zjLor4QAcY,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,begins talking about coronavirus at 5:39,1.0,9,,Politics and Blame,Entertainment news,Not prevention
17,2020-03-01-2020-03-08,UCeY0bbntWzzVIaj2z3QigXg,FYpl_5cWWfU,State Of Emergency In Los Angeles County Over Coronavirus Outbreak | NBC Nightly News,2020-03-05T01:39:39Z,2489488,17133.0,2274.0,8910.0,515,NBC News,3760000,Unknown,https://www.youtube.com/watch?v=FYpl_5cWWfU,1.0,1.0,4.1,5.0,3.0,1.0,2.0,9.0,7.0,1.1,,,1.0,9,,Prevention and Action,Straight news,Lockdown
20,2020-03-01-2020-03-08,UCVTyTA7-g9nopHeHbeuvpRA,0rXUeoeIpQU,John Oliver Fought the Urge to Panic About Coronavirus Appearing in New York City,2020-03-04T11:00:00Z,2235920,31010.0,1090.0,1851.0,402,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=0rXUeoeIpQU,1.0,2.0,1.0,5.0,0.0,1.0,6.0,9.0,7.0,1.1,,covid topic discussed until 3:10 ,1.0,9,,Virus information,Entertainment news,Not prevention
23,2020-03-01-2020-03-08,UC1a4RqaEpMsHja5dSlUE1mg,1PLdl6NDGDE,COVID-19 Update 3: Symptoms of COVID-19 [New Version in Description],2020-03-05T14:14:36Z,1862131,8491.0,743.0,2499.0,157,Medmastery,78900,US,https://www.youtube.com/watch?v=1PLdl6NDGDE,1.0,7.0,1.0,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,9,,Virus information,Educational/YouTubers-professionals,Not prevention
24,2020-03-01-2020-03-08,UCC552Sd-3nyi_tk2BudLUzA,oqtfqVsFaqc,What Happens When There Is A Pandemic? | CORONAVIRUS,2020-03-04T09:21:54Z,1847879,61837.0,1330.0,4444.0,432,AsapSCIENCE,9400000,US,https://www.youtube.com/watch?v=oqtfqVsFaqc,1.0,8.0,1.0,0.0,1.0,1.0,6.0,9.0,7.0,1.1,,,1.0,9,,Virus information,YouTubers-laypersons/channels,Not prevention
25,2020-03-01-2020-03-08,UCVSNOxehfALut52NbkfRBaA,8-pWtWRf7AA,Saudi Arabia&#39;s Mecca Empty of Pilgrims Amid Coronavirus,2020-03-05T18:12:59Z,1753560,10654.0,1073.0,2379.0,53,VOA News,1320000,US,https://www.youtube.com/watch?v=8-pWtWRf7AA,1.0,1.0,4.1,5.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,9,,Prevention and Action,Straight news,Lockdown
26,2020-03-01-2020-03-08,UCOmrniWfKi-uCD6Oh6fqhgw,sWjYs7aILZ8,CORONAVIRUS PANDEMIC EXPLAINED - CORONA OUTBREAK 2020,2020-03-05T17:34:37Z,1544337,18212.0,1182.0,2208.0,607,MEDSimplified,395000,IN,https://www.youtube.com/watch?v=sWjYs7aILZ8,1.0,8.0,1.0,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,9,,Virus information,YouTubers-laypersons/channels,Not prevention
27,2020-03-01-2020-03-08,UChDKyKQ59fYz3JO2fl0Z6sg,q-rVcaFSfSA,Coronavirus Shopping List: What You May Need To Have On Hand | TODAY,2020-03-05T16:00:11Z,1534816,14261.0,1170.0,2486.0,466,TODAY,2430000,US,https://www.youtube.com/watch?v=q-rVcaFSfSA,1.0,1.0,4.4,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,9,,Prevention and Action,Straight news,Social distancing
28,2020-03-01-2020-03-08,UCVgO39Bk5sMo66-6o6Spn6Q,GVHYTdGUAZM,Toilet paper shortage from coronavirus panic buying sees fight break out | ABC News,2020-03-07T07:34:54Z,1525192,7662.0,1121.0,,127,ABC News (Australia),1150000,AU,https://www.youtube.com/watch?v=GVHYTdGUAZM,1.0,1.0,5.0,0.0,3.0,9.0,7.0,9.0,7.0,1.1,,,1.0,9,,Non-Physical Health,Straight news,Not prevention
0,2020-03-08-2020-03-15,UC0L1suV8pVgO4pCAIBNGx5w,Y7nZ4mw4mXw,"Journalist goes undercover at &quot;wet markets&quot;, where the Coronavirus started | 60 Minutes Australia",2020-03-08T21:34:28Z,14933275,106233.0,14260.0,,1651,60 Minutes Australia,2380000,AU,https://www.youtube.com/watch?v=Y7nZ4mw4mXw,1.0,1.0,1.0,5.0,3.0,8.0,7.0,9.0,7.0,1.1,,,1.0,10,,Virus information,Straight news,Not prevention
1,2020-03-08-2020-03-15,UCiMg06DjcUk5FRiM3g5sqoQ,9cfYC4YLsu4,"CDC Briefing Room: COVID-19 Update: March 14, 2020",2020-03-14T22:53:32Z,10728006,73535.0,10199.0,0.0,96,Centers for Disease Control and Prevention (CDC),475000,US,https://www.youtube.com/watch?v=9cfYC4YLsu4,1.0,3.0,1.0,0.0,1.0,1.0,2.0,9.0,7.0,1.1,,,1.0,10,,Virus information,Governments,Not prevention
2,2020-03-08-2020-03-15,UCsT0YIqwnpJCM-mx7-gSA4Q,Fqw-9yMV0sI,Coronavirus Is Our Future | Alanna Shaikh | TEDxSMU,2020-03-11T19:00:14Z,6957322,155495.0,12240.0,19202.0,1006,TEDx Talks,26400000,US,https://www.youtube.com/watch?v=Fqw-9yMV0sI,1.0,5.0,1.0,4.5,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,10,,Virus information,Educational/YouTubers-professionals,Not prevention
3,2020-03-08-2020-03-15,UCiMg06DjcUk5FRiM3g5sqoQ,QNo5ZDvKuHg,CDC Briefing Room: COVID-19 Update and Risks,2020-03-09T23:35:00Z,6625726,98054.0,8989.0,21221.0,207,Centers for Disease Control and Prevention (CDC),475000,US,https://www.youtube.com/watch?v=QNo5ZDvKuHg,1.0,3.0,2.0,5.0,1.0,1.0,2.0,9.0,7.0,1.1,,,1.0,10,,Statistics and Modeling,Governments,Not prevention
4,2020-03-08-2020-03-15,UC0QHWhjbe5fGJEPz3sVb6nw,5CRxyHU9Oxo,Doctor Fact-Checks Media On Coronavirus,2020-03-08T15:04:32Z,5560310,275544.0,6761.0,35643.0,577,Doctor Mike,6100000,US,https://www.youtube.com/watch?v=5CRxyHU9Oxo,1.0,7.0,5.0,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,10,,Non-Physical Health,Educational/YouTubers-professionals,Not prevention
5,2020-03-08-2020-03-15,UCVTyTA7-g9nopHeHbeuvpRA,-SoZcjMWxm8,Trump Addresses the Nation on the Coronavirus Pandemic: A Closer Look,2020-03-12T23:40:17Z,4529962,81307.0,2936.0,9627.0,996,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=-SoZcjMWxm8,1.0,2.0,7.1,2.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,10,,Politics and Blame,Entertainment news,Not prevention
6,2020-03-08-2020-03-15,UCi7GJNg51C3jgmYTUwqoUXA,JJIsmDhzoD0,Conan Shares Coronavirus Tips With His Staff - CONAN on TBS,2020-03-11T03:38:53Z,4284100,94804.0,4270.0,5606.0,416,Team Coco,8060000,US,https://www.youtube.com/watch?v=JJIsmDhzoD0,1.0,2.0,4.4,4.2,1.0,1.0,6.0,9.0,7.0,1.1,,,1.0,10,,Prevention and Action,Entertainment news,Social distancing
8,2020-03-08-2020-03-15,UCvJJ_dzjViJCoLf5uKUTwoA,ek3T8xiu1Fw,The Race To Develop A Coronavirus Vaccine,2020-03-14T18:34:25Z,4032291,47730.0,2570.0,9323.0,615,CNBC,1780000,US,https://www.youtube.com/watch?v=ek3T8xiu1Fw,1.0,1.0,4.3,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,10,,Prevention and Action,Straight news,Vaccine
9,2020-03-08-2020-03-15,UCeY0bbntWzzVIaj2z3QigXg,mNB8zN5CQGc,Tracing The Origin Of The Coronavirus | NBC News NOW,2020-03-12T03:32:03Z,3171683,26048.0,2390.0,9994.0,328,NBC News,3760000,US,https://www.youtube.com/watch?v=mNB8zN5CQGc,1.0,1.0,1.0,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,Racist overtones at the beginning of this video...,0.0,10,,Virus information,Straight news,Not prevention
11,2020-03-08-2020-03-15,UCMtFAi84ehTSYSE9XoHefig,lk0sQEhrY5U,Daily Life Is Changing For Millions Of Americans As Coronavirus Crisis Grows,2020-03-12T03:50:00Z,3040082,40760.0,1413.0,5162.0,700,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=lk0sQEhrY5U,1.0,2.0,4.1,7.1,3.0,1.0,2.0,1.0,5.0,1.1,,,0.0,10,,Prevention and Action,Entertainment news,Lockdown
13,2020-03-08-2020-03-15,UCiWLfSweyRNmLpgEHekhoAg,33A8lbmSdPY,First Take reacts to Donovan Mitchell testing positive for coronavirus,2020-03-12T15:34:04Z,2456247,26213.0,1884.0,5241.0,331,ESPN,7210000,US,https://www.youtube.com/watch?v=33A8lbmSdPY,1.0,2.0,4.1,4.4,3.0,1.0,6.0,1.0,6.0,1.3,,,0.0,10,,Prevention and Action,Entertainment news,Lockdown
14,2020-03-08-2020-03-15,UCKjU3KzdbJE1EFcHVqXC3_g,14mRmD8zHOk,Watch what it&#39;s like to get tested for COVID-19,2020-03-12T02:26:37Z,2426495,8374.0,965.0,,119,CBC News: The National,821000,CA,https://www.youtube.com/watch?v=14mRmD8zHOk,1.0,1.0,4.4,4.5,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,10,,Prevention and Action,Straight news,Social distancing
16,2020-03-08-2020-03-15,UCMSsLqxqvZsNXi0Z-VjN89A,UAHhhweamIU,Should you take Vitamin C and Vitamin D for Coronavirus | COVID-19,2020-03-09T13:20:35Z,2057042,54390.0,2886.0,6019.0,761,Doctor Mike Hansen,380000,US,https://www.youtube.com/watch?v=UAHhhweamIU,1.0,7.0,1.0,4.5,1.0,1.0,3.0,9.0,7.0,1.1,,"It's not really about treatment, its about taking vitamin D to keep your immune system healthy.  CS:  maybe a good example for discussion.",0.0,10,,Virus information,Educational/YouTubers-professionals,Not prevention
18,2020-03-08-2020-03-15,UCiMg06DjcUk5FRiM3g5sqoQ,qPoptbtBjkg,10 Things You Can Do to Manage COVID-19 at Home,2020-03-13T22:59:23Z,1918862,11577.0,1401.0,0.0,74,Centers for Disease Control and Prevention (CDC),475000,US,https://www.youtube.com/watch?v=qPoptbtBjkg,1.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,5.0,1.1,,,0.0,10,,Treatment,Governments,Not prevention
19,2020-03-08-2020-03-15,UChLtXXpo4Ge1ReTEboVvTDg,x_rLw6SCSmE,Coronavirus outbreak: Italian residents join together to sing from balconies during lockdown,2020-03-13T19:59:03Z,1751690,19513.0,465.0,4616.0,283,Global News,1970000,CA,https://www.youtube.com/watch?v=x_rLw6SCSmE,1.0,1.0,9.0,0.0,1.0,9.0,7.0,5.0,5.0,1.1,,,0.0,10,,Human Interest,Straight news,Not prevention
21,2020-03-08-2020-03-15,UCeY0bbntWzzVIaj2z3QigXg,I09RkjLcFpU,Trump Addresses The Nation On Coronavirus From Oval Office | NBC News (Live Stream Recording),2020-03-12T01:22:30Z,1217368,6872.0,2857.0,6454.0,1045,NBC News,3760000,US,https://www.youtube.com/watch?v=I09RkjLcFpU,1.0,1.0,7.2,6.0,2.0,1.0,1.0,9.0,7.0,1.2,,,0.0,10,,Politics and Blame,Straight news,Not prevention
22,2020-03-08-2020-03-15,UCG-iSMVtWbbwDDXgXXypARQ,U7F1cnWup9M,"Coronavirus Epidemic Update 34: US Cases Surge, Chloroquine &amp; Zinc Treatment Combo, Italy Lockdown",2020-03-10T18:03:52Z,1158522,18113.0,401.0,2869.0,1049,MedCram - Medical Lectures Explained CLEARLY,808000,US,https://www.youtube.com/watch?v=U7F1cnWup9M,1.0,5.0,3.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,10,,Treatment,Educational/YouTubers-professionals,Not prevention
23,2020-03-08-2020-03-15,UChDKyKQ59fYz3JO2fl0Z6sg,AqAImF_mJtY,Italy Under Lockdown As Coronavirus Death Toll Jumps Dramatically | TODAY,2020-03-12T16:00:01Z,955510,2855.0,263.0,1017.0,118,TODAY,2430000,US,https://www.youtube.com/watch?v=AqAImF_mJtY,1.0,1.0,4.1,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,10,,Prevention and Action,Straight news,Lockdown
24,2020-03-08-2020-03-15,UC07-dOwgza1IguKA86jqxNA,8c_UJwLq8PI,Coronavirus - seven steps to prevent the spread of the virus,2020-03-13T11:37:06Z,910484,10151.0,403.0,347.0,31,World Health Organization (WHO),610000,WHO,https://www.youtube.com/watch?v=8c_UJwLq8PI,1.0,4.0,4.4,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,10,,Prevention and Action,WHO,Social distancing
25,2020-03-08-2020-03-15,UCG-iSMVtWbbwDDXgXXypARQ,vE4_LsftNKM,"Coronavirus Pandemic Update 35: New Outbreaks &amp; Travel Restrictions, Possible COVID-19 Treatments",2020-03-12T17:51:16Z,806302,10679.0,245.0,1914.0,627,MedCram - Medical Lectures Explained CLEARLY,808000,US,https://www.youtube.com/watch?v=vE4_LsftNKM,1.0,5.0,3.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,10,,Treatment,Educational/YouTubers-professionals,Not prevention
0,2020-03-15-2020-03-22,UCsXVk37bltHxD1rDPwtNM8Q,BtN-goy9VOY,The Coronavirus Explained &amp; What You Should Do,2020-03-19T15:37:18Z,26489168,907894.0,12204.0,54001.0,515,Kurzgesagt – In a Nutshell,12700000,DE,https://www.youtube.com/watch?v=BtN-goy9VOY,1.0,8.0,1.0,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,11,,Virus information,YouTubers-laypersons/channels,Not prevention
1,2020-03-15-2020-03-22,UCoMdktPbSTixAyNGwb-UYkQ,_J60fQr0GWo,The shocking centre of the COVID-19 crisis,2020-03-19T23:03:57Z,11950992,31294.0,2271.0,257.0,319,Sky News,2580000,GB,https://www.youtube.com/watch?v=_J60fQr0GWo,1.0,1.0,2.0,4.5,3.0,5.0,3.0,5.0,5.0,1.1,,,0.0,11,,Statistics and Modeling,Straight news,Not prevention
2,2020-03-15-2020-03-22,UC3XTzVzaHQEd30rQbuvCtTQ,_066dEkycr4,Coronavirus II: Last Week Tonight with John Oliver (HBO),2020-03-16T06:30:02Z,11932867,355617.0,9720.0,38681.0,1331,LastWeekTonight,8320000,US,https://www.youtube.com/watch?v=_066dEkycr4,1.0,2.0,4.4,7.1,3.0,1.0,6.0,1.0,1.0,1.1,,"second half of the video changes direction and stops talking about the president and gives some advice about what to do about covid (i.e. social distancing, handwashing etc.)",0.0,11,,Prevention and Action,Entertainment news,Social distancing
3,2020-03-15-2020-03-22,UCLXo7UDZvByw2ixzpQCufnA,-LKVUarhtvE,How soap kills the coronavirus,2020-03-18T12:00:00Z,9557093,210891.0,3831.0,10016.0,225,Vox,8590000,US,https://www.youtube.com/watch?v=-LKVUarhtvE,1.0,1.0,4.4,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,11,,Prevention and Action,Straight news,Social distancing
4,2020-03-15-2020-03-22,UCLXo7UDZvByw2ixzpQCufnA,dSQztKXR6k0,Why fighting the coronavirus depends on you,2020-03-16T16:54:22Z,6710981,188065.0,4235.0,10287.0,390,Vox,8590000,US,https://www.youtube.com/watch?v=dSQztKXR6k0,1.0,1.0,2.0,4.4,1.0,7.0,2.0,9.0,7.0,1.1,,,0.0,11,,Statistics and Modeling,Straight news,Not prevention
5,2020-03-15-2020-03-22,UCknLrEdhRCp1aegoMqRaCZg,yDWJtSsTnNM,Coronavirus Update: Italy reports record death toll +++  Zero new domestic cases in China | DW News,2020-03-19T10:04:31Z,5583629,25397.0,2215.0,6384.0,1312,DW News,1660000,DE,https://www.youtube.com/watch?v=yDWJtSsTnNM,1.0,1.0,4.1,0.0,3.0,9.0,7.0,8.0,5.0,1.1,,,0.0,11,,Prevention and Action,Straight news,Lockdown
6,2020-03-15-2020-03-22,UC6QYFutt9cluQ3uSM963_KQ,PWzbArPgo-o,"COVID-19 | Coronavirus: Epidemiology, Pathophysiology, Diagnostics",2020-03-16T20:00:33Z,4926707,84696.0,2839.0,8426.0,3039,Ninja Nerd Lectures,640000,US,https://www.youtube.com/watch?v=PWzbArPgo-o,1.0,8.0,1.0,0.0,1.0,1.0,5.0,9.0,7.0,1.1,,,0.0,11,,Virus information,YouTubers-laypersons/channels,Not prevention
7,2020-03-15-2020-03-22,UCW39zufHfsuGgpLviKh297Q,3K3fy5eKeuM,Coronavirus in China | DW Documentary,2020-03-17T19:00:01Z,4807980,24210.0,3586.0,5233.0,1709,DW Documentary,1870000,DE,https://www.youtube.com/watch?v=3K3fy5eKeuM,1.0,1.0,4.1,9.0,3.0,3.0,6.0,3.0,7.0,1.1,,,1.0,11,,Prevention and Action,Straight news,Lockdown
9,2020-03-15-2020-03-22,UCH4BNI0-FOK2dMXoFtViWHw,fgBla7RepXU,What This Chart Actually Means for COVID-19,2020-03-17T22:59:44Z,3647237,113616.0,1986.0,7518.0,501,It's Okay To Be Smart,3390000,US,https://www.youtube.com/watch?v=fgBla7RepXU,1.0,7.0,2.0,0.0,1.0,1.0,3.0,9.0,7.0,"1,1",,,1.0,11,,Statistics and Modeling,Educational/YouTubers-professionals,Not prevention
11,2020-03-15-2020-03-22,UC0QHWhjbe5fGJEPz3sVb6nw,J-jkAfafm5I,Doctor VS Coronavirus Conspiracy Theories,2020-03-18T22:41:08Z,2708251,92003.0,3732.0,11235.0,511,Doctor Mike,6100000,US,https://www.youtube.com/watch?v=J-jkAfafm5I,1.0,7.0,4.5,4.4,1.0,1.0,3.0,9.0,7.0,1.1,,covers many topics,1.0,11,,Prevention and Action,Educational/YouTubers-professionals,Other prevention
13,2020-03-15-2020-03-22,UCC552Sd-3nyi_tk2BudLUzA,SSuxVwMkcpA,The Coronavirus Vaccine Explained | COVID-19,2020-03-21T03:14:57Z,2211460,79993.0,3053.0,8720.0,640,AsapSCIENCE,9400000,US,https://www.youtube.com/watch?v=SSuxVwMkcpA,1.0,8.0,4.3,0.0,1.0,1.0,6.0,9.0,7.0,1.1,,,1.0,11,,Prevention and Action,YouTubers-laypersons/channels,Vaccine
14,2020-03-15-2020-03-22,UC4a-Gbdw7vOaccHmFo40b9g,mCa0JXEwDEk,Estimating actual COVID 19 cases (novel corona virus infections) in an area based on deaths,2020-03-15T01:12:05Z,2009753,31049.0,1129.0,2888.0,765,Khan Academy,5840000,US,https://www.youtube.com/watch?v=mCa0JXEwDEk,1.0,5.0,2.0,0.0,1.0,1.0,6.0,9.0,7.0,1.1,,,1.0,11,,Statistics and Modeling,Educational/YouTubers-professionals,Not prevention
16,2020-03-15-2020-03-22,UCBi2mrWuNuyYy4gbM6fU18Q,B9JdcKfSpHQ,475 deaths in Italy in 24 hours -- the nation's most COVID-19 fatalities in a day | WNT,2020-03-18T23:36:29Z,1675123,9793.0,851.0,5854.0,136,ABC News,9620000,US,https://www.youtube.com/watch?v=B9JdcKfSpHQ,1.0,1.0,2.0,0.0,3.0,9.0,7.0,5.0,7.0,1.1,,,1.0,11,,Statistics and Modeling,Straight news,Not prevention
17,2020-03-15-2020-03-22,UCUqgkmGj16aRxmVlHnDdVbw,3Kkp6ZM35As,Sounds of Coronavirus (COVID-19) - Lung Sounds,2020-03-18T18:17:52Z,1647985,10132.0,472.0,1499.0,89,Medzcool,124000,US,https://www.youtube.com/watch?v=3Kkp6ZM35As,1.0,8.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,11,,Virus information,YouTubers-laypersons/channels,Not prevention
19,2020-03-15-2020-03-22,UCNI0qOojpkhsUtaQ4_2NUhQ,JKpVMivbTfg,"COVID-19 (Coronavirus Disease 19) March Update- causes, symptoms, diagnosis, treatment, pathology",2020-03-15T19:46:42Z,1588254,26593.0,731.0,1805.0,803,Osmosis,1700000,US,https://www.youtube.com/watch?v=JKpVMivbTfg,1.0,5.0,2.0,1.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,11,,Statistics and Modeling,Educational/YouTubers-professionals,Not prevention
20,2020-03-15-2020-03-22,UCiamy6DLsjIeCgfz8TLXg9Q,3Uugj-zxA5E,DOCTOR EXPLAINS COVID-19 (CORONAVIRUS),2020-03-21T16:00:01Z,1573334,41412.0,1510.0,5027.0,885,Violin MD,712000,CA,https://www.youtube.com/watch?v=3Uugj-zxA5E,1.0,7.0,1.0,3.0,1.0,2.0,3.0,9.0,7.0,1.1,,,1.0,11,,Virus information,Educational/YouTubers-professionals,Not prevention
23,2020-03-15-2020-03-22,UCkiP0kvvwqUWlttRLCq88gw,5OxZCXgAOCk,Big Brother Canada 8 Houseguests Learn About Seriousness Of COVID-19,2020-03-20T01:01:10Z,1284399,11323.0,356.0,1246.0,215,Global TV,35300,CA,https://www.youtube.com/watch?v=5OxZCXgAOCk,1.0,1.0,9.0,2.0,3.0,2.0,6.0,9.0,7.0,1.1,,,1.0,11,,Human Interest,Straight news,Not prevention
24,2020-03-15-2020-03-22,UCeY0bbntWzzVIaj2z3QigXg,_R_oAwOx4vM,How To Identify Early Symptoms Of COVID-19 | NBC News NOW,2020-03-18T13:59:47Z,1241635,7916.0,629.0,2762.0,824,NBC News,3760000,US,https://www.youtube.com/watch?v=_R_oAwOx4vM,1.0,1.0,1.0,3.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,11,,Virus information,Straight news,Not prevention
25,2020-03-15-2020-03-22,UCBi2mrWuNuyYy4gbM6fU18Q,hoTpRQtfnII,Ohio man shares coronavirus experience l ABC News,2020-03-16T14:55:32Z,1178493,6290.0,585.0,1888.0,136,ABC News,9620000,US,https://www.youtube.com/watch?v=hoTpRQtfnII,1.0,1.0,9.0,0.0,3.0,1.0,5.0,9.0,7.0,1.1,,,1.0,11,,Human Interest,Straight news,Not prevention
