,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
26,2020-03-15-2020-03-22,UCvJJ_dzjViJCoLf5uKUTwoA,2eB_xCk5ABw,Tracking President Trump&#39;s Response To COVID-19,2020-03-20T14:32:07Z,1129083,8412.0,3129.0,6894.0,325,CNBC,1780000,US,https://www.youtube.com/watch?v=2eB_xCk5ABw,1.0,1.0,7.1,0.0,3.0,1.0,1.0,9.0,7.0,1.1,,,1.0,11,,Politics and Blame,Straight news,Not prevention
2,2020-03-22-2020-03-29,UC85VW73bQLEjs_taFKP7TwQ,5DGwOJXSxqg,COVID-19 Animation: What Happens If You Get Coronavirus?,2020-03-28T13:21:41Z,17560819,190739.0,8728.0,13908.0,448,Nucleus Medical Media,2710000,US,https://www.youtube.com/watch?v=5DGwOJXSxqg,1.0,8.0,1.0,4.3,1.0,9.0,7.0,9.0,7.0,1.1,,,,12,,Virus information,YouTubers-laypersons/channels,Not prevention
4,2020-03-22-2020-03-29,UCqnbDFdCpuN8CMEg0VuEBqA,bE68xVXf8Kw,People Are Dying': Battling Coronavirus Inside a N.Y.C. Hospital | NYT News,2020-03-26T13:30:07Z,8028158,110743.0,9306.0,30589.0,334,The New York Times,3100000,US,https://www.youtube.com/watch?v=bE68xVXf8Kw,1.0,1.0,4.5,9.0,3.0,1.0,3.0,1.0,7.0,1.1,,,,12,,Prevention and Action,Straight news,Other prevention
6,2020-03-22-2020-03-29,UCfm4y4rHF5HGrSr-qbvOwOg,F2YKKba6ps0,Myth-Busting Coronavirus (COVID-19) with Dr. Fauci - Give Back #WithMe,2020-03-27T18:00:10Z,6350414,80611.0,44467.0,19888.0,1068,Lilly Singh,14900000,Canada,https://www.youtube.com/watch?v=F2YKKba6ps0,1.0,8.0,1.0,0.0,1.0,1.0,2.0,9.0,7.0,1.1,,,,12,,Virus information,YouTubers-laypersons/channels,Not prevention
7,2020-03-22-2020-03-29,UCUHW94eEFW7hkUMVaZz4eDg,54XLXg4fYsc,How To Tell If We&#39;re Beating COVID-19,2020-03-27T17:10:04Z,5998384,147968.0,5640.0,17769.0,436,minutephysics,5110000,US,https://www.youtube.com/watch?v=54XLXg4fYsc,1.0,8.0,2.0,0.0,1.0,9.0,6.0,9.0,7.0,1.1,,,,12,,Statistics and Modeling,YouTubers-laypersons/channels,Not prevention
8,2020-03-22-2020-03-29,UC_W2CNqJ6kJr5enV3gfZ-sw,udprEtDVmIY,My Family Has Mild Coronavirus.  Here&#39;s Our Home Covid-19 Treatment Plan,2020-03-26T14:19:57Z,5738595,137958.0,6530.0,9419.0,543,Modern Aging - Holistic Health and Wealth After 50,112000,US,https://www.youtube.com/watch?v=udprEtDVmIY,1.0,8.0,9.0,3.0,1.0,1.0,5.0,9.0,7.0,1.1,,,,12,,Human Interest,YouTubers-laypersons/channels,Not prevention
9,2020-03-22-2020-03-29,UCAuUUnT6oDeKwE6v1NGQxug,Xe8fIjxicoo,How we must respond to the coronavirus pandemic | Bill Gates,2020-03-25T17:15:59Z,4614284,72358.0,9482.0,18983.0,3111,TED,17800000,US,https://www.youtube.com/watch?v=Xe8fIjxicoo,1.0,5.0,2.0,4.5,1.0,4.0,6.0,1.0,3.0,1.1,,,,12,,Statistics and Modeling,Educational/YouTubers-professionals,Not prevention
10,2020-03-22-2020-03-29,UChLtXXpo4Ge1ReTEboVvTDg,Q2OhB9_oCiE,Coronavirus outbreak: Indian police break up citizenship protests as lockdown enforced,2020-03-24T15:31:34Z,4380152,16351.0,3077.0,2662.0,211,Global News,1970000,CA,https://www.youtube.com/watch?v=Q2OhB9_oCiE,1.0,1.0,4.1,5.0,3.0,6.0,5.0,6.0,2.0,1.2,,,,12,,Prevention and Action,Straight news,Lockdown
11,2020-03-22-2020-03-29,UCoMdktPbSTixAyNGwb-UYkQ,vdx4Jo0GCRU,Coronavirus: Italian city's warning to the rest of the world,2020-03-22T22:38:40Z,4087390,35908.0,1446.0,7724.0,293,Sky News,2580000,GB,https://www.youtube.com/watch?v=vdx4Jo0GCRU,1.0,1.0,5.0,7.2,3.0,5.0,2.0,5.0,5.0,1.1,,,,12,,Non-Physical Health,Straight news,Not prevention
12,2020-03-22-2020-03-29,UCVuIIm6TH5CWw7KOyAmo9FA,ZnVk12sFRkY,Instructional video for sewing the Olson mask (COVID-19) #FaceMask #FabricFaceMask  #facemaskpattern,2020-03-22T22:30:54Z,3918806,30543.0,1748.0,3283.0,1101,UnityPoint Health - Cedar Rapids,27500,US,https://www.youtube.com/watch?v=ZnVk12sFRkY,1.0,5.0,11.0,0.0,1.0,1.0,3.0,9.0,7.0,1.3,,,,12,,Other,Educational/YouTubers-professionals,Not prevention
14,2020-03-22-2020-03-29,UCBi2mrWuNuyYy4gbM6fU18Q,N4WKdZjnU2s,Cases in coronavirus pandemic surge in US,2020-03-22T01:59:28Z,3656398,22085.0,3297.0,14502.0,330,ABC News,9620000,US,https://www.youtube.com/watch?v=N4WKdZjnU2s,1.0,1.0,2.0,4.4,1.0,1.0,2.0,9.0,7.0,1.1,,,,12,,Statistics and Modeling,Straight news,Not prevention
15,2020-03-22-2020-03-29,UC0NaWwWghJD37rMK2AYDidg,AA2r6rca2v4,QUARANTINED: Isolated Thoughts on Coronavirus | JEFF DUNHAM,2020-03-27T22:46:13Z,3520749,112155.0,2207.0,5218.0,458,Jeff Dunham,2720000,US,https://www.youtube.com/watch?v=AA2r6rca2v4,1.0,8.0,3.0,0.0,3.0,9.0,7.0,9.0,7.0,1.3,,,,12,,Treatment,YouTubers-laypersons/channels,Not prevention
16,2020-03-22-2020-03-29,UCeY0bbntWzzVIaj2z3QigXg,ZQeWJ7mDmPE,"More Than 10,000 Dead In Italy From Coronavirus As Global Cases Top 600,000 | NBC Nightly News",2020-03-28T23:32:39Z,3398107,19592.0,2512.0,9286.0,127,NBC News,3760000,US,https://www.youtube.com/watch?v=ZQeWJ7mDmPE,1.0,1.0,2.0,4.1,1.0,9.0,7.0,9.0,7.0,1.1,,,,12,,Statistics and Modeling,Straight news,Not prevention
17,2020-03-22-2020-03-29,UCknLrEdhRCp1aegoMqRaCZg,H_JjhDvePV8,Coronavirus update: Italy struggles to combat &#39;tsunami&#39; of cases | DW News,2020-03-22T14:00:58Z,3249750,20260.0,1126.0,6150.0,587,DW News,1660000,DE,https://www.youtube.com/watch?v=H_JjhDvePV8,1.0,1.0,2.0,5.0,1.0,5.0,3.0,5.0,5.0,1.1,,,,12,,Statistics and Modeling,Straight news,Not prevention
18,2020-03-22-2020-03-29,UCVTyTA7-g9nopHeHbeuvpRA,Ku5C9vpaG4k,Trump Wants to Reopen America as Coronavirus Pandemic Accelerates: A Closer Look,2020-03-26T01:22:02Z,3080377,70147.0,2525.0,13732.0,1007,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=Ku5C9vpaG4k,1.0,2.0,7.1,2.0,3.0,1.0,6.0,1.0,1.0,1.3,,,,12,,Politics and Blame,Entertainment news,Not prevention
19,2020-03-22-2020-03-29,UCVTyTA7-g9nopHeHbeuvpRA,7GBEXO-2480,"Trump Fights with Governors, Reporters Over Coronavirus Response: A Closer Look",2020-03-27T01:15:00Z,3042735,78564.0,1942.0,13226.0,1013,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=7GBEXO-2480,1.0,2.0,7.1,6.0,3.0,1.0,6.0,1.0,1.0,1.3,,,,12,,Politics and Blame,Entertainment news,Not prevention
20,2020-03-22-2020-03-29,UChDKyKQ59fYz3JO2fl0Z6sg,RQ7RWkY0QlU,Severe Coronavirus Cases Among Young Americans Raise New Alarm | TODAY,2020-03-23T16:00:17Z,2757352,16988.0,3260.0,6854.0,160,TODAY,2430000,US,https://www.youtube.com/watch?v=RQ7RWkY0QlU,1.0,1.0,2.0,0.0,3.0,9.0,7.0,9.0,7.0,1.1,,,,12,,Statistics and Modeling,Straight news,Not prevention
21,2020-03-22-2020-03-29,UCknLrEdhRCp1aegoMqRaCZg,GIcCypc3bmU,Italy&#39;s death toll falls for the second consecutive day | Coronavirus Update,2020-03-24T18:43:20Z,2727643,12393.0,968.0,2191.0,807,DW News,1660000,DE,https://www.youtube.com/watch?v=GIcCypc3bmU,1.0,1.0,2.0,4.1,1.0,5.0,2.0,9.0,7.0,1.1,,,,12,,Statistics and Modeling,Straight news,Not prevention
23,2020-03-22-2020-03-29,UCqnbDFdCpuN8CMEg0VuEBqA,C4iZLfiK3rk,How New Yorkers Are Coping With Coronavirus | NYT News,2020-03-22T17:00:04Z,2342075,30144.0,2962.0,10250.0,449,The New York Times,3100000,US,https://www.youtube.com/watch?v=C4iZLfiK3rk,1.0,1.0,4.1,5.0,3.0,1.0,5.0,9.0,7.0,1.1,,,,12,,Prevention and Action,Straight news,Lockdown
24,2020-03-22-2020-03-29,UCknLrEdhRCp1aegoMqRaCZg,25FXVWqg5C4,Coronavirus update: Spain rushes to build hospitals as cases surge | DW News,2020-03-22T12:14:15Z,2074967,13045.0,816.0,2476.0,312,DW News,1660000,DE,https://www.youtube.com/watch?v=25FXVWqg5C4,1.0,1.0,4.1,4.5,3.0,9.0,7.0,9.0,7.0,1.1,,,,12,,Prevention and Action,Straight news,Lockdown
0,2020-03-29-2020-04-05,UC3XTzVzaHQEd30rQbuvCtTQ,ElIf2DBrWzU,Coronavirus III: Last Week Tonight with John Oliver (HBO),2020-03-30T06:30:02Z,10113310,298252.0,10097.0,40551.0,1169,LastWeekTonight,8320000,US,https://www.youtube.com/watch?v=ElIf2DBrWzU,1.0,2.0,7.1,2.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,13,,Politics and Blame,Entertainment news,Not prevention
1,2020-03-29-2020-04-05,UCLXo7UDZvByw2ixzpQCufnA,FVIGhz3uwuQ,Coronavirus is not the flu. It&#39;s worse.,2020-04-01T15:45:00Z,7712517,165548.0,11618.0,18409.0,391,Vox,8590000,US,https://www.youtube.com/watch?v=FVIGhz3uwuQ,1.0,1.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,13,,Virus information,Straight news,Not prevention
2,2020-03-29-2020-04-05,UChDKyKQ59fYz3JO2fl0Z6sg,jHdblyM_3hs,Dr. Anthony Fauci: Coronavirus Outbreak 'Is Going to Get Worse Before It Gets Better' | TODAY,2020-04-02T13:48:48Z,3384083,23012.0,2694.0,9015.0,417,TODAY,2430000,US,https://www.youtube.com/watch?v=jHdblyM_3hs,1.0,1.0,4.1,2.0,3.0,1.0,2.0,9.0,7.0,1.1,,,0.0,13,,Prevention and Action,Straight news,Lockdown
3,2020-03-29-2020-04-05,UC0L1suV8pVgO4pCAIBNGx5w,pEQcvcyzQGE,Whistleblowers silenced by China could have stopped global coronavirus spread | 60 Minutes Australia,2020-03-29T23:56:40Z,3062203,28290.0,4476.0,,812,60 Minutes Australia,2380000,AU,https://www.youtube.com/watch?v=pEQcvcyzQGE,1.0,1.0,7.2,0.0,3.0,1.0,3.0,3.0,1.0,1.3,,,0.0,13,,Politics and Blame,Straight news,Not prevention
4,2020-03-29-2020-04-05,UCVTyTA7-g9nopHeHbeuvpRA,XlrYiJt9IlQ,Trump Brags About His Ratings During Coronavirus Pandemic: A Closer Look,2020-03-31T03:40:47Z,2789924,59524.0,1884.0,11201.0,1136,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=XlrYiJt9IlQ,1.0,2.0,7.1,2.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,13,,Politics and Blame,Entertainment news,Not prevention
7,2020-03-29-2020-04-05,UCgRBRE1DUP2w7HTH9j_L4OQ,0ts8X3HDtPE,Doctor Shares The Biggest Lie About COVID-19 | UK Data,2020-03-30T13:00:00Z,2430656,38453.0,3793.0,9369.0,319,Medlife Crisis,271000,GB,https://www.youtube.com/watch?v=0ts8X3HDtPE,1.0,7.0,2.0,3.0,3.0,4.0,3.0,9.0,7.0,1.1,,,0.0,13,,Statistics and Modeling,Educational/YouTubers-professionals,Not prevention
9,2020-03-29-2020-04-05,UCoMdktPbSTixAyNGwb-UYkQ,6439aOtzEWs,Coronavirus fear grips workers in India,2020-03-29T13:58:10Z,1908995,9314.0,1127.0,5355.0,160,Sky News,2580000,GB,https://www.youtube.com/watch?v=6439aOtzEWs,1.0,1.0,4.1,5.0,3.0,5.0,5.0,5.0,5.0,1.1,,,0.0,13,,Prevention and Action,Straight news,Lockdown
10,2020-03-29-2020-04-05,UCBi2mrWuNuyYy4gbM6fU18Q,XlL0_m675_4,"US now has more than 105,000 cases of coronavirus",2020-03-29T03:36:50Z,1706156,12769.0,1612.0,10456.0,343,ABC News,9620000,US,https://www.youtube.com/watch?v=XlL0_m675_4,1.0,1.0,2.0,4.1,3.0,1.0,2.0,1.0,1.0,1.1,,,1.0,13,,Statistics and Modeling,Straight news,Not prevention
11,2020-03-29-2020-04-05,UCknLrEdhRCp1aegoMqRaCZg,2uGbAfs2JUg,"Coronavirus update: 770,000 cases, 33,000 deaths | DW News",2020-03-30T12:08:18Z,1618232,7263.0,1135.0,2118.0,1260,DW News,1660000,DE,https://www.youtube.com/watch?v=2uGbAfs2JUg,1.0,1.0,5.0,7.1,3.0,6.0,6.0,6.0,5.0,1.1,,,1.0,13,,Non-Physical Health,Straight news,Not prevention
12,2020-03-29-2020-04-05,UCeY0bbntWzzVIaj2z3QigXg,bnvyKknwZkQ,ICU Nurse In Her Own Words On Caring For Coronavirus Patients: 'I'm Powering Through' | Nightly News,2020-03-29T23:25:49Z,1298531,12798.0,1017.0,3132.0,163,NBC News,3760000,US,https://www.youtube.com/watch?v=bnvyKknwZkQ,1.0,1.0,9.0,3.0,3.0,1.0,3.0,9.0,7.0,1.1,,,1.0,13,,Human Interest,Straight news,Not prevention
15,2020-03-29-2020-04-05,UC0p5jTq6Xx_DosDFxVXnWaQ,wUUWoN4LKuE,Covid-19: how bad will it be for the economy? | The Economist,2020-04-03T18:00:17Z,964848,12484.0,381.0,1177.0,393,The Economist,1570000,GB,https://www.youtube.com/watch?v=wUUWoN4LKuE,1.0,1.0,6.0,0.0,3.0,4.0,6.0,9.0,7.0,1.1,,,1.0,13,,Economy,Straight news,Not prevention
16,2020-03-29-2020-04-05,UCcyq283he07B7_KUX07mmtA,BkZI-IzwPnY,How COVID-19 Is Changing US Army Boot Camp,2020-03-30T13:28:58Z,918614,13269.0,325.0,1748.0,274,Business Insider,3300000,US,https://www.youtube.com/watch?v=BkZI-IzwPnY,1.0,1.0,4.5,11.0,1.0,1.0,2.0,1.0,6.0,1.1,,"about the US army incorporating precautions, not sure about themes",1.0,13,,Prevention and Action,Straight news,Other prevention
17,2020-03-29-2020-04-05,UCeY0bbntWzzVIaj2z3QigXg,MSf13bcHI4Y,Trump: Coronavirus 'Peak Death Rate' To Hit In Two Weeks | NBC News,2020-03-29T22:47:47Z,704958,4621.0,1311.0,4757.0,138,NBC News,3760000,US,https://www.youtube.com/watch?v=MSf13bcHI4Y,1.0,1.0,2.0,4.5,2.0,1.0,1.0,9.0,7.0,1.1,,,1.0,13,,Statistics and Modeling,Straight news,Not prevention
19,2020-03-29-2020-04-05,UCknLrEdhRCp1aegoMqRaCZg,UVxWWW63SdU,Coronavirus: Good for the environment? | Covid-19 Special,2020-04-01T18:26:05Z,574252,4886.0,385.0,1235.0,753,DW News,1660000,DE,https://www.youtube.com/watch?v=UVxWWW63SdU,1.0,1.0,11.0,0.0,2.0,4.0,6.0,9.0,7.0,1.1,,About effects of businesses shutting down on the environment,1.0,13,,Other,Straight news,Not prevention
0,2020-04-05-2020-04-12,UCp0hYYBW6IMayGgR-WeoCvQ,RpZlS8Rmng4,P!nk's Candid Conversation About Contracting COVID-19,2020-04-09T13:00:30Z,3508459,63377.0,2958.0,,839,TheEllenShow,37600000,US,https://www.youtube.com/watch?v=RpZlS8Rmng4,1.0,2.0,9.0,1.0,3.0,1.0,6.0,1.0,6.0,1.1,,,1.0,14,,Human Interest,Entertainment news,Not prevention
1,2020-04-05-2020-04-12,UCCj956IF62FbT7Gouszaj9w,2klmuggOElE,&#39;We will meet again&#39; - The Queen&#39;s Coronavirus broadcast | BBC,2020-04-05T19:09:26Z,3321720,69522.0,5198.0,13475.0,270,BBC,9270000,GB,https://www.youtube.com/watch?v=2klmuggOElE,1.0,1.0,8.0,5.0,2.0,4.0,1.0,9.0,7.0,1.1,,,1.0,14,"I'm not sure what ""who background"" should be for the queen.  CF:  1",Other,Straight news,Not prevention
2,2020-04-05-2020-04-12,UCLXo7UDZvByw2ixzpQCufnA,BE-cA4UK07c,The big lesson from South Korea&#39;s coronavirus response,2020-04-10T14:00:02Z,3079998,84816.0,2232.0,10448.0,484,Vox,8590000,US,https://www.youtube.com/watch?v=BE-cA4UK07c,1.0,1.0,4.4,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,14,,Prevention and Action,Straight news,Social distancing
3,2020-04-05-2020-04-12,UCVTyTA7-g9nopHeHbeuvpRA,T1nlr2wEKj4,"Trump Wants His Coronavirus Failures to Be ""Quickly Forgotten"": A Closer Look",2020-04-10T03:30:02Z,3073880,49266.0,2879.0,11846.0,935,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=T1nlr2wEKj4,1.0,1.0,4.4,10.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,14,"not 100% sure how to code this, he mostly talks about Trump rather than about covid.  CS:  I coded the same.",Prevention and Action,Straight news,Social distancing
5,2020-04-05-2020-04-12,UCvJJ_dzjViJCoLf5uKUTwoA,Fq3KMoidtLk,Why The Coronavirus Recession Is Unlike Any Other,2020-04-09T16:00:17Z,2068152,16171.0,2434.0,4826.0,603,CNBC,1780000,US,https://www.youtube.com/watch?v=Fq3KMoidtLk,1.0,1.0,6.0,0.0,3.0,1.0,6.0,1.0,6.0,1.1,,,1.0,14,,Economy,Straight news,Not prevention
8,2020-04-05-2020-04-12,UC0QHWhjbe5fGJEPz3sVb6nw,WhHfjsOl8Tc,100+ Doctors Tell You The TRUTH About Battling Coronavirus,2020-04-08T21:00:11Z,1661597,128889.0,1178.0,10187.0,703,Doctor Mike,6100000,US,https://www.youtube.com/watch?v=WhHfjsOl8Tc,1.0,7.0,5.0,9.0,1.0,1.0,3.0,8.0,3.0,1.1,,,1.0,14,,Non-Physical Health,Educational/YouTubers-professionals,Not prevention
10,2020-04-05-2020-04-12,UCAuUUnT6oDeKwE6v1NGQxug,yrxYhv2O3wU,What coronavirus means for the global economy | Ray Dalio,2020-04-09T16:16:13Z,1633894,27037.0,1062.0,3439.0,3161,TED,17800000,US,https://www.youtube.com/watch?v=yrxYhv2O3wU,1.0,5.0,6.0,0.0,1.0,1.0,4.0,8.0,5.0,1.3,,,0.0,14,,Economy,Educational/YouTubers-professionals,Not prevention
11,2020-04-05-2020-04-12,UC0NaWwWghJD37rMK2AYDidg,8OMUdYoIJhI,Another Very Special COVID-19 Message From Walter | JEFF DUNHAM,2020-04-10T23:33:04Z,1609763,49134.0,1012.0,2426.0,250,Jeff Dunham,2720000,US,https://www.youtube.com/watch?v=8OMUdYoIJhI,1.0,8.0,5.0,0.0,1.0,9.0,7.0,1.0,5.0,1.3,,,0.0,14,,Non-Physical Health,YouTubers-laypersons/channels,Not prevention
12,2020-04-05-2020-04-12,UC85VW73bQLEjs_taFKP7TwQ,PSnSo9kYlH4,3D Animation: SARS-CoV-2 virus transmission leading to COVID-19,2020-04-08T21:00:13Z,1453639,13148.0,755.0,770.0,92,Nucleus Medical Media,2710000,US,https://www.youtube.com/watch?v=PSnSo9kYlH4,1.0,5.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,14,,Virus information,Educational/YouTubers-professionals,Not prevention
13,2020-04-05-2020-04-12,UCqnbDFdCpuN8CMEg0VuEBqA,BuzP-uLctYE,How Coronavirus Attacks the Body | NYT News,2020-04-06T20:00:02Z,1390742,12916.0,962.0,1564.0,328,The New York Times,3100000,US,https://www.youtube.com/watch?v=BuzP-uLctYE,1.0,1.0,1.0,2.0,3.0,1.0,3.0,8.0,5.0,1.1,,,0.0,14,,Virus information,Straight news,Not prevention
15,2020-04-05-2020-04-12,UCfR9TgEotsz7Uj7QQJ67w8A,GI7sBsBHdCk,The Federal Reserve vs Covid-19,2020-04-11T13:48:45Z,1292176,74812.0,1653.0,5313.0,181,Jamie's Channel,128000,US,https://www.youtube.com/watch?v=GI7sBsBHdCk,1.0,8.0,7.1,6.0,3.0,9.0,7.0,1.0,1.0,1.2,,,0.0,14,,Politics and Blame,YouTubers-laypersons/channels,Not prevention
16,2020-04-05-2020-04-12,UC0NaWwWghJD37rMK2AYDidg,eK5oAmESJlA,"And Now, A Very Special COVID-19 Message From Walter | JEFF DUNHAM",2020-04-08T17:02:11Z,1268729,37646.0,1384.0,2373.0,93,Jeff Dunham,2720000,US,https://www.youtube.com/watch?v=eK5oAmESJlA,1.0,8.0,4.1,5.0,1.0,9.0,7.0,1.0,5.0,1.3,,,0.0,14,,Prevention and Action,YouTubers-laypersons/channels,Lockdown
19,2020-04-05-2020-04-12,UCrp_UI8XtuYfpiqluWLD7Lw,rMWdPRhu_p8,Coronavirus: German study shows COVID-19 might not be fatal as previously thought,2020-04-09T19:53:57Z,1029023,9718.0,582.0,4739.0,423,CNBC Television,842000,US,https://www.youtube.com/watch?v=rMWdPRhu_p8,1.0,1.0,1.0,3.0,2.0,9.0,3.0,9.0,5.0,1.1,,,0.0,14,,Virus information,Straight news,Not prevention
20,2020-04-05-2020-04-12,UCknLrEdhRCp1aegoMqRaCZg,v93rcPkFkZc,Everything you need to know about face masks | COVID-19 Special,2020-04-09T17:01:35Z,910640,8733.0,581.0,2107.0,835,DW News,1660000,DE,https://www.youtube.com/watch?v=v93rcPkFkZc,1.0,1.0,4.2,0.0,1.0,4.0,3.0,9.0,7.0,1.1,,,1.0,14,,Prevention and Action,Straight news,Mask
21,2020-04-05-2020-04-12,UCJtBaL1PPmTc1ff0nsihR0g,xQIhmohkV74,COVID-19: Talking about coronavirus in English - vocabulary &amp; expressions,2020-04-07T00:45:45Z,844237,24941.0,583.0,1480.0,2355,Learn English with Rebecca [engVid],1950000,US,https://www.youtube.com/watch?v=xQIhmohkV74,1.0,8.0,11.0,0.0,1.0,1.0,5.0,9.0,7.0,1.3,,,1.0,14,about vocabulary used with covid.,Other,YouTubers-laypersons/channels,Not prevention
22,2020-04-05-2020-04-12,UCYl9AzsVwS_4Swt4VZ1dhuQ,9WayjX6vCdk,Coronavirus: how to self-swab,2020-04-06T20:26:19Z,837241,2346.0,271.0,1000.0,134,Barts Health NHS Trust,5630,GB,https://www.youtube.com/watch?v=9WayjX6vCdk,1.0,7.0,3.0,0.0,1.0,4.0,3.0,9.0,7.0,1.1,,,1.0,14,,Treatment,Educational/YouTubers-professionals,Not prevention
23,2020-04-05-2020-04-12,UCknLrEdhRCp1aegoMqRaCZg,XVe_TwLo76Y,How scientists are rushing to create a coronavirus vaccine | COVID-19 Special,2020-04-06T17:44:48Z,696799,5563.0,432.0,1274.0,784,DW News,1660000,DE,https://www.youtube.com/watch?v=XVe_TwLo76Y,1.0,1.0,4.3,0.0,1.0,9.0,3.0,9.0,7.0,1.1,,,1.0,14,,Prevention and Action,Straight news,Vaccine
25,2020-04-05-2020-04-12,UCoMdktPbSTixAyNGwb-UYkQ,c7Y6VrVl0jI,Coronavirus: Inside an intensive care unit in Barcelona&#39;s Hospital Del Mar,2020-04-09T19:19:45Z,617912,3203.0,286.0,587.0,260,Sky News,2580000,GB,https://www.youtube.com/watch?v=c7Y6VrVl0jI,1.0,1.0,4.5,3.0,3.0,9.0,3.0,9.0,7.0,1.1,,,1.0,14,,Prevention and Action,Straight news,Other prevention
0,2020-04-12-2020-04-19,UC3XTzVzaHQEd30rQbuvCtTQ,6s4Bx7mzNkM,Coronavirus IV: Last Week Tonight with John Oliver (HBO),2020-04-13T06:45:02Z,8376948,196985.0,6985.0,29170.0,1238,LastWeekTonight,8320000,US,https://www.youtube.com/watch?v=6s4Bx7mzNkM,1.0,2.0,6.0,5.0,2.0,1.0,6.0,1.0,5.0,1.1,,,0.0,15,,Economy,Entertainment news,Not prevention
2,2020-04-12-2020-04-19,UCMtFAi84ehTSYSE9XoHefig,krcHpMdOVAk,"Trump Can Lie About His Coronavirus Record, But People Remember His Early Inaction On The Threat",2020-04-15T06:22:48Z,3229179,49954.0,2323.0,7719.0,726,The Late Show with Stephen Colbert,7770000,us,https://www.youtube.com/watch?v=krcHpMdOVAk,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,15,,Politics and Blame,Entertainment news,Not prevention
3,2020-04-12-2020-04-19,UCVTyTA7-g9nopHeHbeuvpRA,tw9mYaLnnug,Trump Looks to &quot;Reopen&quot; Economy After NYT Coronavirus Bombshell: A Closer Look,2020-04-14T03:30:08Z,2739198,60772.0,1559.0,9861.0,790,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=tw9mYaLnnug,1.0,2.0,7.1,6.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,15,,Politics and Blame,Entertainment news,Not prevention
4,2020-04-12-2020-04-19,UCMSsLqxqvZsNXi0Z-VjN89A,LV8wWhjTKRU,How Coronavirus Kills Some People But Not Others - I&#39;m a Lung Doctor (MEDICAL TRUTH) | COVID-19,2020-04-15T18:44:26Z,2413483,51348.0,2109.0,7803.0,1361,Doctor Mike Hansen,380000,US,https://www.youtube.com/watch?v=LV8wWhjTKRU,1.0,7.0,1.0,3.0,1.0,1.0,3.0,9.0,7.0,1.1,,,0.0,15,,Virus information,Educational/YouTubers-professionals,Not prevention
5,2020-04-12-2020-04-19,UChDKyKQ59fYz3JO2fl0Z6sg,A2D5smrXOh8,"In China, Coronavirus Shows Alarming Signs Of Resurgence | TODAY",2020-04-14T16:00:04Z,2286046,9765.0,2878.0,5258.0,155,TODAY,2430000,US,https://www.youtube.com/watch?v=A2D5smrXOh8,1.0,1.0,2.0,0.0,3.0,9.0,7.0,9.0,7.0,1.1,,,0.0,15,,Statistics and Modeling,Straight news,Not prevention
6,2020-04-12-2020-04-19,UCMtFAi84ehTSYSE9XoHefig,DVIZb_dxgVY,Trump&#39;s Mishandling Of The Covid-19 Crisis Is Confirmed By Dr. Fauci,2020-04-14T03:58:01Z,2135653,37338.0,1891.0,5628.0,768,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=DVIZb_dxgVY,1.0,2.0,7.1,5.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,15,,Politics and Blame,Entertainment news,Not prevention
7,2020-04-12-2020-04-19,UCqnbDFdCpuN8CMEg0VuEBqA,WE80_o6x854,How Coronavirus is Upending Ultra-Orthodox Jewish Traditions | NYT News,2020-04-17T17:00:15Z,1777218,13791.0,2564.0,4211.0,376,The New York Times,3100000,US,https://www.youtube.com/watch?v=WE80_o6x854,1.0,1.0,9.0,5.0,3.0,1.0,5.0,1.0,5.0,1.1,,about a specific community and the difficulties of isolation,0.0,15,,Human Interest,Straight news,Not prevention
8,2020-04-12-2020-04-19,UCBi2mrWuNuyYy4gbM6fU18Q,SZ-Z9i9Wzec,"US death toll surpasses 20,000 amid coronavirus pandemic",2020-04-12T02:01:03Z,1554170,9220.0,1906.0,7835.0,345,ABC News,9620000,US,https://www.youtube.com/watch?v=SZ-Z9i9Wzec,1.0,1.0,2.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,15,,Statistics and Modeling,Straight news,Not prevention
